nic_4digit,nic_2digit,sector_name,region,year,inr_usd,intensity_kg_co2e_per_inr_lakh,log_intensity,is_augmented
531,53,Postal activities,central,2014,61.0,0.08500636,-2.46502921,1
711,71,Architecture and engineering,east,2022,78.6,0.00984597,-4.62069339,1
241,24,Basic iron and steel,east,2013,58.6,2.42574866,0.8861402,1
381,38,Collection of non-hazardous waste,south,2021,73.9,0.07642307,-2.57147064,0
861,86,Hospital activities,central,2013,58.6,0.06783022,-2.69074753,1
192,19,Refined petroleum products,central,2017,65.1,0.72657425,-0.31941459,1
291,29,Motor vehicles,east,2022,78.6,0.4379239,-0.82571014,1
510,5,Mining of hard coal,south,2013,58.6,0.18886812,-1.66670629,1
510,5,Mining of hard coal,west,2016,67.1,0.19881064,-1.61540247,1
551,55,Hotels,north,2018,68.4,0.08481025,-2.46733884,1
510,5,Mining of hard coal,central,2022,78.6,0.16807737,-1.78333086,1
192,19,Refined petroleum products,south,2014,61.0,0.72976937,-0.31502673,1
120,12,Tobacco products,north,2011,46.7,0.06115365,-2.79436574,1
102,10,Processing fish,east,2023,83.1,0.09947879,-2.30781085,1
581,58,Publishing,west,2011,46.7,0.02575953,-3.65895066,0
261,26,Electronic components,central,2017,65.1,0.39003565,-0.94151714,1
641,64,Banking,north,2020,74.2,0.00844992,-4.77359831,0
521,52,Cargo warehousing,east,2010,45.7,0.05611801,-2.88029842,1
241,24,Basic iron and steel,north,2010,45.7,2.33438059,0.84774659,1
221,22,Rubber products,south,2014,61.0,0.27209321,-1.30161057,1
141,1,Raising cattle,central,2023,83.1,0.17771187,-1.72759173,0
321,32,Jewellery,north,2011,46.7,0.29556205,-1.21887647,1
493,49,Other land passenger transport,north,2021,73.9,0.1156963,-2.15678658,0
121,1,Growing vegetables,west,2014,61.0,0.04162128,-3.17914378,0
105,10,Dairy products,central,2021,73.9,0.11045953,-2.20310609,1
475,47,Retail of household goods,east,2021,73.9,0.01811869,-4.01081139,1
161,16,Sawmilling and planing,east,2020,74.2,0.12361806,-2.09055866,1
421,42,Roads and railways construction,north,2022,78.6,0.38205525,-0.96219004,1
741,74,Design activities,central,2011,46.7,0.01028721,-4.5768543,1
210,2,Forestry and logging,central,2015,65.5,0.02410201,-3.72546024,0
492,49,Freight rail transport,central,2012,53.4,0.03830057,-3.26229047,1
600,6,Extraction of crude petroleum,west,2020,74.2,0.25912885,-1.35042987,1
107,10,Bakery products,east,2013,58.6,0.07814285,-2.54921671,1
204,20,Pharmaceuticals,south,2013,58.6,0.24939207,-1.38872902,1
206,20,Other chemical products,south,2018,68.4,0.25069913,-1.38350173,1
281,28,General machinery,west,2015,65.5,0.50856121,-0.67616969,1
771,77,Renting of equipment,east,2022,78.6,0.02452779,-3.70794848,1
782,78,Temporary employment agencies,west,2014,61.0,0.0055844,-5.18777855,1
561,56,Restaurants,west,2018,68.4,0.05511247,-2.89837919,0
581,58,Publishing,central,2014,61.0,0.02581771,-3.65669462,0
851,85,Pre-primary education,south,2015,65.5,0.00872425,-4.7416488,1
521,52,Cargo warehousing,west,2013,58.6,0.04320494,-3.14180054,1
521,52,Cargo warehousing,central,2015,65.5,0.04876945,-3.02065112,1
720,7,Mining of non-ferrous metal ores,east,2014,61.0,0.37521032,-0.98026856,1
201,20,Basic chemicals,north,2021,73.9,0.54542544,-0.60618917,0
720,7,Mining of non-ferrous metal ores,south,2023,83.1,0.28245998,-1.26421842,1
231,23,Glass products,west,2021,73.9,0.33641626,-1.08940601,1
201,20,Basic chemicals,north,2017,65.1,0.63676163,-0.4513599,1
782,78,Temporary employment agencies,central,2019,70.4,0.00464513,-5.37193677,1
771,77,Renting of equipment,north,2020,74.2,0.0251814,-3.68164954,1
107,10,Bakery products,west,2019,70.4,0.0637,-2.75357072,0
241,24,Basic iron and steel,south,2015,65.5,2.07469522,0.72981426,1
242,24,Basic precious metals,north,2015,65.5,1.00343042,0.00342455,0
731,73,Advertising,east,2018,68.4,0.00940695,-4.66630619,0
321,32,Jewellery,west,2016,67.1,0.32686175,-1.11821797,0
206,20,Other chemical products,south,2018,68.4,0.3192993,-1.14162637,1
203,20,Paints and coatings,west,2020,74.2,0.2731554,-1.29771441,0
620,62,Computer programming and consultancy,south,2018,68.4,0.01215431,-4.41007163,1
461,46,Wholesale of agricultural materials,south,2014,61.0,0.03066074,-3.48477242,1
710,7,Mining of iron ores,north,2014,61.0,0.25589709,-1.36297992,0
121,1,Growing vegetables,north,2014,61.0,0.06146249,-2.78932815,1
475,47,Retail of household goods,south,2021,73.9,0.01348642,-4.3060717,0
881,88,Social work,north,2011,46.7,0.01162145,-4.45490268,1
431,43,Demolition and site preparation,central,2010,45.7,0.21397188,-1.54191066,1
421,42,Roads and railways construction,west,2011,46.7,0.45050499,-0.79738613,1
960,96,Personal service activities,south,2014,61.0,0.01504218,-4.19689728,1
281,28,General machinery,south,2023,83.1,0.53894343,-0.61814467,1
161,16,Sawmilling and planing,west,2020,74.2,0.08185509,-2.50280482,1
222,22,Plastic products,south,2019,70.4,0.29328,-1.22662749,0
511,51,Air passenger transport,central,2014,61.0,0.30359208,-1.19207033,1
204,20,Pharmaceuticals,east,2022,78.6,0.23983694,-1.42779601,1
232,23,Refractory products,central,2013,58.6,0.49150764,-0.71027779,1
161,16,Sawmilling and planing,east,2013,58.6,0.12514145,-2.07831059,1
192,19,Refined petroleum products,north,2019,70.4,0.62727495,-0.46637032,1
104,10,Vegetable and animal oils,north,2022,78.6,0.09072881,-2.39988035,1
321,32,Jewellery,east,2010,45.7,0.43833156,-0.82477967,0
651,65,Insurance,south,2020,74.2,0.00551592,-5.20011682,0
121,1,Growing vegetables,east,2023,83.1,0.03720712,-3.29125509,1
461,46,Wholesale of agricultural materials,central,2020,74.2,0.02954044,-3.52199498,1
235,23,Cement and lime,north,2022,78.6,0.90419761,-0.10070735,0
382,38,Treatment of non-hazardous waste,east,2011,46.7,0.29194404,-1.23119313,1
960,96,Personal service activities,south,2022,78.6,0.01520729,-4.18598007,1
492,49,Freight rail transport,central,2018,68.4,0.03343742,-3.39807961,1
103,10,Processing fruits and vegetables,west,2011,46.7,0.09132924,-2.39328429,0
731,73,Advertising,west,2017,65.1,0.00941142,-4.66583117,1
201,20,Basic chemicals,west,2010,45.7,0.66103713,-0.41394526,1
494,49,Freight transport by road,east,2017,65.1,0.12957127,-2.04352421,1
521,52,Cargo warehousing,north,2020,74.2,0.04432983,-3.11609751,1
741,74,Design activities,west,2021,73.9,0.00562427,-5.18066434,1
235,23,Cement and lime,west,2013,58.6,1.00234212,0.00233939,0
493,49,Other land passenger transport,east,2021,73.9,0.10381749,-2.26512081,1
301,30,Ships and boats,east,2016,67.1,0.52865055,-0.63742764,1
511,51,Air passenger transport,east,2019,70.4,0.29325,-1.22672979,0
521,52,Cargo warehousing,north,2019,70.4,0.05049696,-2.98584221,1
262,26,Computers and peripherals,east,2017,65.1,0.2183669,-1.52157861,1
102,10,Processing fish,north,2023,83.1,0.10231106,-2.27973754,1
206,20,Other chemical products,north,2011,46.7,0.33930614,-1.0808525,1
531,53,Postal activities,east,2011,46.7,0.09900567,-2.31257816,1
812,81,Building cleaning,north,2023,83.1,0.01146123,-4.46878563,1
203,20,Paints and coatings,east,2011,46.7,0.40018544,-0.91582723,1
411,41,Building construction,central,2016,67.1,0.2843589,-1.25751812,1
231,23,Glass products,east,2023,83.1,0.44713863,-0.8048866,0
239,23,Other non-metallic mineral products,west,2010,45.7,0.3187142,-1.1434605,1
494,49,Freight transport by road,north,2011,46.7,0.15124035,-1.88888502,1
321,32,Jewellery,south,2020,74.2,0.27297646,-1.29836972,1
511,51,Air passenger transport,north,2020,74.2,0.26743308,-1.31888592,1
201,20,Basic chemicals,east,2023,83.1,0.53639774,-0.62287934,1
239,23,Other non-metallic mineral products,central,2023,83.1,0.36983282,-0.99470422,0
411,41,Building construction,north,2016,67.1,0.32939441,-1.11049944,1
462,46,Wholesale of textiles,north,2011,46.7,0.0454468,-3.09121279,1
121,1,Growing vegetables,north,2016,67.1,0.02812348,-3.57115058,1
881,88,Social work,central,2012,53.4,0.00919197,-4.68942545,1
231,23,Glass products,north,2022,78.6,0.47310722,-0.74843324,1
120,12,Tobacco products,south,2023,83.1,0.04777587,-3.04123463,1
263,26,Communication equipment,north,2020,74.2,0.20224651,-1.598268,1
151,1,Mixed farming,south,2012,53.4,0.08237912,-2.49642331,0
710,7,Mining of iron ores,north,2013,58.6,0.26165346,-1.34073431,0
201,20,Basic chemicals,east,2016,67.1,0.44978746,-0.79898013,1
235,23,Cement and lime,central,2023,83.1,0.76300743,-0.2704875,1
103,10,Processing fruits and vegetables,south,2019,70.4,0.08107913,-2.51232971,1
465,46,Wholesale of IT equipment,central,2018,68.4,0.02270779,-3.78504715,1
192,19,Refined petroleum products,south,2011,46.7,0.74188896,-0.2985557,1
511,51,Air passenger transport,west,2018,68.4,0.25552147,-1.36444883,0
151,1,Mixed farming,north,2010,45.7,0.14279773,-1.94632612,1
411,41,Building construction,west,2022,78.6,0.25301217,-1.3743177,1
383,38,Recycling of metal waste,south,2015,65.5,0.06762758,-2.69373938,1
510,5,Mining of hard coal,central,2012,53.4,0.18158461,-1.70603358,0
731,73,Advertising,central,2011,46.7,0.01003618,-4.6015587,0
851,85,Pre-primary education,central,2012,53.4,0.01472308,-4.2183392,0
252,25,Tanks and reservoirs,north,2011,46.7,0.73277568,-0.31091566,1
871,87,Residential care,west,2013,58.6,0.03894739,-3.24554364,1
411,41,Building construction,west,2019,70.4,0.23530485,-1.44687336,1
641,64,Banking,north,2016,67.1,0.00611194,-5.09751043,1
303,30,Aircraft,west,2013,58.6,0.50131049,-0.69052963,1
431,43,Demolition and site preparation,west,2016,67.1,0.15302909,-1.87712724,1
720,7,Mining of non-ferrous metal ores,east,2015,65.5,0.34518307,-1.06368036,1
243,24,Aluminium,south,2016,67.1,6.61124611,1.88877216,1
600,6,Extraction of crude petroleum,central,2013,58.6,0.27516118,-1.29039823,1
243,24,Aluminium,north,2010,45.7,7.32945975,1.99190181,1
103,10,Processing fruits and vegetables,east,2012,53.4,0.10206387,-2.28215645,1
960,96,Personal service activities,central,2013,58.6,0.01788554,-4.02376271,1
206,20,Other chemical products,central,2019,70.4,0.31593982,-1.15220353,1
289,28,Other special machinery,central,2023,83.1,0.50788239,-0.67750537,1
232,23,Refractory products,east,2011,46.7,0.56603151,-0.56910553,1
491,49,Passenger rail transport,central,2011,46.7,0.04828716,-3.03058969,1
241,24,Basic iron and steel,west,2014,61.0,1.59434809,0.46646493,1
104,10,Vegetable and animal oils,central,2017,65.1,0.10273712,-2.27558178,1
451,45,Sale of motor vehicles,north,2013,58.6,0.02927132,-3.53114706,1
204,20,Pharmaceuticals,central,2022,78.6,0.25921486,-1.35009797,1
104,10,Vegetable and animal oils,north,2017,65.1,0.10111951,-2.29145219,1
381,38,Collection of non-hazardous waste,east,2023,83.1,0.07142357,-2.63912737,1
620,62,Computer programming and consultancy,east,2023,83.1,0.01138501,-4.47545813,1
201,20,Basic chemicals,central,2017,65.1,0.64867058,-0.43283027,1
731,73,Advertising,west,2016,67.1,0.00706436,-4.95269273,1
782,78,Temporary employment agencies,east,2016,67.1,0.00774437,-4.86078965,1
881,88,Social work,west,2016,67.1,0.00787524,-4.84403143,1
710,7,Mining of iron ores,central,2019,70.4,0.24360309,-1.41221506,1
461,46,Wholesale of agricultural materials,north,2014,61.0,0.04168938,-3.17750889,1
620,62,Computer programming and consultancy,central,2022,78.6,0.01361645,-4.29647635,1
931,93,Sports activities,west,2015,65.5,0.02582614,-3.65636826,1
461,46,Wholesale of agricultural materials,west,2017,65.1,0.02673698,-3.62170781,1
243,24,Aluminium,west,2013,58.6,9.31092517,2.23118846,1
244,24,"Lead, zinc, and tin",north,2010,45.7,4.41007143,1.48389089,1
293,29,Auto parts and accessories,east,2019,70.4,0.52310577,-0.64797159,1
471,47,Retail in non-specialised stores,north,2012,53.4,0.02350268,-3.75064082,1
465,46,Wholesale of IT equipment,west,2023,83.1,0.01972442,-3.92589797,0
202,20,Agrochemicals,east,2020,74.2,0.41836616,-0.87139824,1
263,26,Communication equipment,east,2016,67.1,0.26062564,-1.34467024,0
244,24,"Lead, zinc, and tin",south,2020,74.2,2.75635686,1.01390983,1
641,64,Banking,south,2013,58.6,0.00859379,-4.75671549,0
651,65,Insurance,east,2012,53.4,0.00937242,-4.66998386,1
293,29,Auto parts and accessories,west,2018,68.4,0.40850015,-0.89526301,1
211,21,Basic pharmaceuticals,central,2020,74.2,0.19474423,-1.63606824,1
631,63,Data processing,north,2021,73.9,0.02444232,-3.7114393,1
235,23,Cement and lime,east,2020,74.2,0.87366131,-0.1350625,1
521,52,Cargo warehousing,north,2018,68.4,0.03883537,-3.24842383,1
501,50,Sea transport,south,2014,61.0,0.01222009,-4.40467432,1
861,86,Hospital activities,north,2012,53.4,0.07101895,-2.64480854,1
242,24,Basic precious metals,north,2016,67.1,0.91095221,-0.09326485,1
110,11,Beverages,north,2016,67.1,0.13149345,-2.02879821,1
245,24,Copper products,east,2018,68.4,4.06424248,1.40222737,1
251,25,Structural metal products,south,2014,61.0,0.55587479,-0.58721221,1
381,38,Collection of non-hazardous waste,east,2022,78.6,0.12272799,-2.09778481,1
931,93,Sports activities,west,2013,58.6,0.02523788,-3.67940906,1
301,30,Ships and boats,south,2017,65.1,0.31454605,-1.15662478,1
242,24,Basic precious metals,south,2011,46.7,1.00545415,0.00543933,1
252,25,Tanks and reservoirs,south,2015,65.5,0.50901738,-0.67527312,1
611,61,Wired telecommunications,south,2016,67.1,0.03470137,-3.36097604,1
151,15,Leather tanning,south,2015,65.5,0.14486538,-1.93195038,1
311,3,Marine fishing,north,2013,58.6,0.13254317,-2.02084689,1
782,78,Temporary employment agencies,central,2019,70.4,0.00527056,-5.24561839,1
960,96,Personal service activities,west,2022,78.6,0.01509843,-4.19316452,1
239,23,Other non-metallic mineral products,north,2023,83.1,0.37666919,-0.97638795,1
561,56,Restaurants,east,2021,73.9,0.07449413,-2.59703496,1
960,96,Personal service activities,west,2012,53.4,0.01657287,-4.09998799,1
106,10,Grain mill products,north,2012,53.4,0.09154882,-2.39088291,1
651,65,Insurance,east,2013,58.6,0.00805465,-4.82150606,1
203,20,Paints and coatings,south,2010,45.7,0.26417209,-1.33115452,1
245,24,Copper products,north,2017,65.1,2.90836847,1.06759226,1
631,63,Data processing,north,2010,45.7,0.02829453,-3.56508683,1
275,27,Domestic appliances,north,2022,78.6,0.30824151,-1.17687169,1
771,77,Renting of equipment,central,2017,65.1,0.03463892,-3.36277747,1
231,23,Glass products,east,2014,61.0,0.54625132,-0.60467612,0
352,35,Gas distribution,central,2016,67.1,0.53574151,-0.62410348,1
201,20,Basic chemicals,north,2019,70.4,0.55987968,-0.58003337,1
291,29,Motor vehicles,central,2010,45.7,0.54516572,-0.60666547,0
853,85,Secondary education,north,2022,78.6,0.00964626,-4.64118451,1
222,22,Plastic products,central,2020,74.2,0.29871617,-1.20826142,1
681,68,Real estate activities,west,2014,61.0,0.01848577,-3.9907541,1
131,13,Spinning and weaving,central,2011,46.7,0.23138045,-1.46369197,1
206,20,Other chemical products,south,2016,67.1,0.29528347,-1.21981947,1
192,19,Refined petroleum products,east,2013,58.6,0.9357174,-0.06644177,0
101,10,Processing meat,east,2018,68.4,0.15780457,-1.84639788,1
521,52,Cargo warehousing,east,2013,58.6,0.06374635,-2.75284341,1
222,22,Plastic products,north,2014,61.0,0.2887193,-1.24230036,1
231,23,Glass products,south,2019,70.4,0.38176874,-0.96294024,1
321,3,Aquaculture,central,2014,61.0,0.06169506,-2.78555144,1
421,42,Roads and railways construction,central,2020,74.2,0.31605556,-1.15183726,1
245,24,Copper products,east,2022,78.6,3.21314442,1.16725003,1
360,36,Water collection and supply,east,2018,68.4,0.12352238,-2.09133294,1
141,1,Raising cattle,north,2017,65.1,0.20567455,-1.58146021,1
321,32,Jewellery,south,2015,65.5,0.33317727,-1.0990806,1
861,86,Hospital activities,north,2023,83.1,0.04446228,-3.11311418,0
631,63,Data processing,south,2022,78.6,0.01647085,-4.10616343,1
201,20,Basic chemicals,north,2013,58.6,0.60866346,-0.49648978,1
960,96,Personal service activities,west,2023,83.1,0.01238361,-4.39138115,1
491,49,Passenger rail transport,central,2010,45.7,0.04818224,-3.03276489,1
222,22,Plastic products,north,2017,65.1,0.32223146,-1.13248517,1
810,8,Quarrying of stone,south,2017,65.1,0.06602514,-2.71771968,1
771,77,Renting of equipment,east,2019,70.4,0.03251749,-3.42597725,1
102,10,Processing fish,north,2018,68.4,0.10881597,-2.2180972,1
351,35,Generation of electricity,east,2022,78.6,0.83806925,-0.17665455,1
161,16,Sawmilling and planing,west,2019,70.4,0.10680486,-2.23675185,1
244,24,"Lead, zinc, and tin",south,2022,78.6,2.26037306,0.81552987,1
252,25,Tanks and reservoirs,west,2015,65.5,0.65557454,-0.42224327,0
352,35,Gas distribution,north,2014,61.0,0.58026721,-0.54426658,1
161,16,Sawmilling and planing,west,2020,74.2,0.08434272,-2.47286678,0
321,32,Jewellery,east,2021,73.9,0.39817424,-0.92086559,1
891,8,Mining of chemical minerals,west,2013,58.6,0.16228624,-1.81839359,1
861,86,Hospital activities,south,2016,67.1,0.0452193,-3.09623137,0
581,58,Publishing,north,2016,67.1,0.03329473,-3.40235627,1
231,23,Glass products,north,2023,83.1,0.32190914,-1.13348593,1
104,10,Vegetable and animal oils,west,2013,58.6,0.09465644,-2.35750139,1
511,51,Air passenger transport,west,2021,73.9,0.28349271,-1.26056887,1
521,52,Cargo warehousing,west,2015,65.5,0.04820401,-3.03231306,0
222,22,Plastic products,north,2018,68.4,0.40168093,-0.91209721,1
960,96,Personal service activities,north,2022,78.6,0.01871782,-3.97827938,1
461,46,Wholesale of agricultural materials,west,2011,46.7,0.03505514,-3.35083308,1
511,51,Air passenger transport,central,2011,46.7,0.44133307,-0.81795543,1
104,10,Vegetable and animal oils,east,2022,78.6,0.10246945,-2.27819055,1
620,62,Computer programming and consultancy,south,2020,74.2,0.01163645,-4.45361301,1
853,85,Secondary education,south,2014,61.0,0.01025599,-4.57989345,1
641,64,Banking,north,2017,65.1,0.00777274,-4.85713221,1
731,73,Advertising,central,2013,58.6,0.00959945,-4.64604992,0
731,73,Advertising,west,2010,45.7,0.00950673,-4.65575531,1
244,24,"Lead, zinc, and tin",south,2018,68.4,3.18965775,1.15991362,1
494,49,Freight transport by road,central,2023,83.1,0.10147565,-2.28793641,1
731,73,Advertising,south,2016,67.1,0.00712544,-4.94408357,1
370,37,Sewerage treatment,east,2017,65.1,0.15329566,-1.87538678,1
293,29,Auto parts and accessories,north,2015,65.5,0.49326429,-0.70671017,1
311,3,Marine fishing,central,2012,53.4,0.10428846,-2.2605946,0
600,6,Extraction of crude petroleum,south,2014,61.0,0.20930587,-1.5639586,1
263,26,Communication equipment,south,2012,53.4,0.23631353,-1.44259584,1
104,10,Vegetable and animal oils,east,2010,45.7,0.12363198,-2.09044604,0
861,86,Hospital activities,south,2020,74.2,0.0413694,-3.1852138,0
521,52,Cargo warehousing,north,2015,65.5,0.05297597,-2.93791681,1
710,7,Mining of iron ores,west,2019,70.4,0.22677346,-1.48380373,1
102,10,Processing fish,east,2019,70.4,0.1127,-2.18302586,0
451,45,Sale of motor vehicles,east,2019,70.4,0.03374789,-3.38883732,1
293,29,Auto parts and accessories,west,2011,46.7,0.44867924,-0.80144703,1
131,13,Spinning and weaving,west,2023,83.1,0.16872191,-1.77950344,1
381,38,Collection of non-hazardous waste,central,2014,61.0,0.09975024,-2.30508581,0
102,10,Processing fish,north,2022,78.6,0.09215222,-2.3843135,1
141,1,Raising cattle,east,2016,67.1,0.20496283,-1.58492661,1
210,2,Forestry and logging,north,2022,78.6,0.02198303,-3.81748471,1
511,51,Air passenger transport,west,2017,65.1,0.2612694,-1.34220322,0
741,74,Design activities,north,2021,73.9,0.00757781,-4.88253059,1
291,29,Motor vehicles,west,2017,65.1,0.43024309,-0.8434049,1
101,10,Processing meat,east,2022,78.6,0.09483423,-2.35562487,1
810,8,Quarrying of stone,north,2015,65.5,0.08499646,-2.46514568,0
281,28,General machinery,south,2010,45.7,0.712028,-0.33963804,1
710,7,Mining of iron ores,north,2023,83.1,0.24845417,-1.39249688,1
382,38,Treatment of non-hazardous waste,north,2010,45.7,0.3562549,-1.03210878,1
131,13,Spinning and weaving,central,2023,83.1,0.1045037,-2.25853278,1
131,13,Spinning and weaving,west,2015,65.5,0.18026215,-1.71334308,1
512,51,Air freight,south,2021,73.9,1.00758381,0.0075552,1
611,61,Wired telecommunications,west,2020,74.2,0.04097175,-3.19487256,1
263,26,Communication equipment,central,2015,65.5,0.20240244,-1.59749727,1
501,50,Sea transport,south,2012,53.4,0.01707701,-4.07002204,1
812,81,Building cleaning,north,2016,67.1,0.01791311,-4.02222254,1
620,62,Computer programming and consultancy,central,2016,67.1,0.01306952,-4.33747229,1
201,20,Basic chemicals,central,2015,65.5,0.74563479,-0.29351936,1
303,30,Aircraft,west,2017,65.1,0.30906011,-1.17421948,1
471,47,Retail in non-specialised stores,west,2017,65.1,0.01876591,-3.97571362,1
311,3,Marine fishing,east,2015,65.5,0.10684676,-2.23635964,0
244,24,"Lead, zinc, and tin",north,2015,65.5,3.03340992,1.10968737,1
711,71,Architecture and engineering,west,2014,61.0,0.01216907,-4.40885816,1
851,85,Pre-primary education,north,2010,45.7,0.01254793,-4.37819982,1
461,46,Wholesale of agricultural materials,south,2016,67.1,0.03730231,-3.28870011,1
232,23,Refractory products,west,2022,78.6,0.573084,-0.55672297,1
631,63,Data processing,south,2012,53.4,0.02745971,-3.5950356,0
510,5,Mining of hard coal,north,2023,83.1,0.21710953,-1.52735329,1
494,49,Freight transport by road,north,2019,70.4,0.12204906,-2.10333215,1
492,49,Freight rail transport,north,2017,65.1,0.03161579,-3.45409851,0
191,19,Coke oven products,west,2012,53.4,0.71929767,-0.32948,1
201,20,Basic chemicals,south,2016,67.1,0.70851316,-0.34458665,1
131,13,Spinning and weaving,north,2022,78.6,0.17473854,-1.74446447,1
321,3,Aquaculture,west,2018,68.4,0.05965737,-2.81913753,1
611,61,Wired telecommunications,north,2010,45.7,0.04617874,-3.0752357,0
731,73,Advertising,central,2017,65.1,0.00965005,-4.64079179,1
720,7,Mining of non-ferrous metal ores,central,2013,58.6,0.46215691,-0.77185081,1
101,10,Processing meat,north,2015,65.5,0.11218321,-2.18762198,1
931,93,Sports activities,west,2017,65.1,0.02390088,-3.73383991,1
289,28,Other special machinery,central,2014,61.0,0.61359985,-0.48841227,1
871,87,Residential care,south,2017,65.1,0.03322087,-3.40457708,1
261,26,Electronic components,south,2021,73.9,0.21736602,-1.52617264,1
611,61,Wired telecommunications,central,2017,65.1,0.03842197,-3.25912584,0
812,81,Building cleaning,west,2014,61.0,0.01642945,-4.10867974,0
106,10,Grain mill products,north,2013,58.6,0.10623728,-2.24208022,1
383,38,Recycling of metal waste,west,2019,70.4,0.06746296,-2.69617657,1
244,24,"Lead, zinc, and tin",west,2011,46.7,4.4355264,1.4896463,1
301,30,Ships and boats,east,2023,83.1,0.37033599,-0.9933446,0
244,24,"Lead, zinc, and tin",central,2020,74.2,3.29159051,1.19137089,1
611,61,Wired telecommunications,central,2012,53.4,0.05875278,-2.83441676,1
491,49,Passenger rail transport,south,2019,70.4,0.03854,-3.25605862,0
211,21,Basic pharmaceuticals,central,2021,73.9,0.17765926,-1.72788786,1
281,28,General machinery,north,2011,46.7,0.59878238,-0.51285706,1
810,8,Quarrying of stone,west,2019,70.4,0.09928001,-2.30981106,1
960,96,Personal service activities,west,2014,61.0,0.01346523,-4.30764463,1
891,8,Mining of chemical minerals,east,2022,78.6,0.1775,-1.72878469,0
501,50,Sea transport,west,2021,73.9,0.01447087,-4.23561756,1
203,20,Paints and coatings,south,2023,83.1,0.29934561,-1.20615649,1
222,22,Plastic products,east,2010,45.7,0.36750414,-1.00102068,1
206,20,Other chemical products,central,2020,74.2,0.34933503,-1.05172386,1
191,19,Coke oven products,south,2014,61.0,0.71439088,-0.33632502,1
511,51,Air passenger transport,central,2022,78.6,0.3211339,-1.13589712,1
303,30,Aircraft,south,2021,73.9,0.22522436,-1.4906582,1
871,87,Residential care,north,2020,74.2,0.0248368,-3.69542888,1
181,18,Printing and publishing,west,2017,65.1,0.06775865,-2.69180321,1
110,11,Beverages,west,2016,67.1,0.09952521,-2.30734427,0
491,49,Passenger rail transport,east,2010,45.7,0.05789202,-2.84917578,1
721,72,R&D — natural sciences,south,2017,65.1,0.02125504,-3.85116147,1
531,53,Postal activities,west,2013,58.6,0.08818865,-2.42827703,1
310,31,Furniture,north,2015,65.5,0.21839368,-1.52145598,0
360,36,Water collection and supply,east,2010,45.7,0.12789177,-2.0565709,1
252,25,Tanks and reservoirs,north,2011,46.7,0.78594685,-0.24086611,1
381,38,Collection of non-hazardous waste,north,2022,78.6,0.08563664,-2.45764202,1
261,26,Electronic components,central,2020,74.2,0.2926665,-1.22872154,0
104,10,Vegetable and animal oils,central,2019,70.4,0.09189264,-2.38713438,1
681,68,Real estate activities,central,2015,65.5,0.01721572,-4.06193248,0
531,53,Postal activities,west,2021,73.9,0.0551518,-2.89766585,1
221,22,Rubber products,central,2019,70.4,0.25906722,-1.3506677,1
853,85,Secondary education,east,2014,61.0,0.0139316,-4.27359582,1
202,20,Agrochemicals,north,2022,78.6,0.36319688,-1.01281023,1
782,78,Temporary employment agencies,central,2018,68.4,0.0053681,-5.22728159,0
561,56,Restaurants,west,2013,58.6,0.06170058,-2.785462,1
581,58,Publishing,west,2017,65.1,0.03003914,-3.50525424,1
812,81,Building cleaning,south,2012,53.4,0.01991937,-3.91606254,1
711,71,Architecture and engineering,central,2015,65.5,0.01033614,-4.5721085,1
211,21,Basic pharmaceuticals,south,2017,65.1,0.16933338,-1.77588584,1
310,31,Furniture,east,2016,67.1,0.23787303,-1.43601825,1
611,61,Wired telecommunications,east,2018,68.4,0.04216639,-3.16613181,1
103,10,Processing fruits and vegetables,north,2015,65.5,0.09189858,-2.38706969,1
451,45,Sale of motor vehicles,west,2013,58.6,0.02567189,-3.66235869,1
102,10,Processing fish,west,2013,58.6,0.09915098,-2.31111155,1
171,17,Pulp and paper,south,2012,53.4,0.32261393,-1.13129892,1
151,1,Mixed farming,west,2020,74.2,0.09467724,-2.35728161,1
281,28,General machinery,east,2014,61.0,0.48932623,-0.71472587,1
244,24,"Lead, zinc, and tin",north,2011,46.7,3.52627739,1.26024275,1
206,20,Other chemical products,north,2013,58.6,0.42668807,-0.85170206,1
681,68,Real estate activities,west,2018,68.4,0.01447923,-4.23504039,1
221,22,Rubber products,north,2010,45.7,0.40756494,-0.89755501,1
711,71,Architecture and engineering,central,2010,45.7,0.01282743,-4.35616954,0
293,29,Auto parts and accessories,south,2019,70.4,0.41008415,-0.8913929,1
239,23,Other non-metallic mineral products,central,2014,61.0,0.56262263,-0.57514617,1
235,23,Cement and lime,south,2014,61.0,0.95837968,-0.04251126,1
581,58,Publishing,central,2022,78.6,0.01989441,-3.91731665,1
262,26,Computers and peripherals,north,2013,58.6,0.24940176,-1.38869017,1
252,25,Tanks and reservoirs,south,2021,73.9,0.52622173,-0.64203262,1
275,27,Domestic appliances,central,2020,74.2,0.34501637,-1.0641634,1
244,24,"Lead, zinc, and tin",east,2016,67.1,2.97257132,1.08942734,1
106,10,Grain mill products,central,2015,65.5,0.1218424,-2.10502689,1
492,49,Freight rail transport,north,2013,58.6,0.04019404,-3.21403654,1
501,50,Sea transport,north,2018,68.4,0.01354427,-4.30179175,1
782,78,Temporary employment agencies,central,2020,74.2,0.005938,-5.12638335,1
641,64,Banking,central,2020,74.2,0.00617612,-5.08706564,1
151,15,Leather tanning,south,2021,73.9,0.12419324,-2.08591652,1
